PageId,Published,ProjectName,ProjectCountry,NoticeLanguage,ContactName,SubmissionDate,ProcurementType,MajorSector,BidReference,ProjectId,NoticeType,ContactOrganization,ContractSignatureDate,ProcurementGroup
108,40864,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,40864,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","Consultant Award (QCBS, QBS, FCS, LCS)",P112334,"Contract Award",Published,N/A,41095
109,40931,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,40931,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
110,40931,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,40931,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
111,40931,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,40931,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
112,41022,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41022,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Revised,N/A,41095
113,41022,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41022,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Revised,N/A,41095
114,41022,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41022,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
115,41022,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41022,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
116,41022,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41022,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
117,41026,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41026,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
118,41106,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41106,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
119,41159,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41159,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
120,41159,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41159,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
121,41159,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41159,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
122,41159,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41159,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
123,41165,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41165,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
124,41165,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41165,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
125,41165,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41165,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
126,41165,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41165,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
127,41165,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41165,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
128,41465,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41465,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
129,41465,"UG: Energy for Rural Transformation APL2",Uganda,English,N/A,41465,"Management /Technical Advice","Public Administration, Law, and Justice; Information and communications; Public Administration, Law, and Justice; Energy and mining; Energy and mining","ICB Award",P112334,"Contract Award",Published,N/A,41095
130,41278,"DO Electricity Distrib Rehabilitation","Dominican Republic",Spanish,N/A,41278,"Equipment, Electrical","Energy and mining","Consultant Award (QCBS, QBS, FCS, LCS)",P089866,"Contract Award",Published,N/A,40549
131,41033,"HN- Social Protection",Honduras,Spanish,N/A,41033,"Administrative Services","Public Administration, Law, and Justice; Health and other social services","ICB Award",P115592,"Contract Award",Revised,N/A,41397
132,41033,"HN- Social Protection",Honduras,Spanish,N/A,41033,"Administrative Services","Public Administration, Law, and Justice; Health and other social services","ICB Award",P115592,"Contract Award",Published,N/A,41397
133,41051,"HN- Social Protection",Honduras,Spanish,N/A,41051,"Administrative Services","Public Administration, Law, and Justice; Health and other social services","ICB Award",P115592,"Contract Award",Published,N/A,41397
134,41334,"HN- Social Protection",Honduras,Spanish,N/A,41334,"Administrative Services","Public Administration, Law, and Justice; Health and other social services","ICB Award",P115592,"Contract Award",Published,N/A,41397
135,41400,"HN- Social Protection",Honduras,Spanish,N/A,41400,"Administrative Services","Public Administration, Law, and Justice; Health and other social services","Consultant Award (QCBS, QBS, FCS, LCS)",P115592,"Contract Award",Published,N/A,41397
136,41400,"HN- Social Protection",Honduras,Spanish,N/A,41400,"Administrative Services","Public Administration, Law, and Justice; Health and other social services","Consultant Award (QCBS, QBS, FCS, LCS)",P115592,"Contract Award",Published,N/A,41397
137,41401,"HN- Social Protection",Honduras,Spanish,N/A,41401,"Administrative Services","Public Administration, Law, and Justice; Health and other social services","Consultant Award (QCBS, QBS, FCS, LCS)",P115592,"Contract Award",Published,N/A,41397
138,41327,"VN- GPE-VNEN Project",Vietnam,English,N/A,41327,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
139,41327,"VN- GPE-VNEN Project",Vietnam,English,N/A,41327,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
140,41327,"VN- GPE-VNEN Project",Vietnam,English,N/A,41327,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
141,41354,"VN- GPE-VNEN Project",Vietnam,English,N/A,41354,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
142,41493,"VN- GPE-VNEN Project",Vietnam,English,N/A,41493,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
143,41493,"VN- GPE-VNEN Project",Vietnam,English,N/A,41493,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
144,41493,"VN- GPE-VNEN Project",Vietnam,English,N/A,41493,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
145,41493,"VN- GPE-VNEN Project",Vietnam,English,N/A,41493,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
146,41598,"VN- GPE-VNEN Project",Vietnam,English,N/A,41598,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
147,41599,"VN- GPE-VNEN Project",Vietnam,English,N/A,41599,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
148,41599,"VN- GPE-VNEN Project",Vietnam,English,N/A,41599,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
149,41599,"VN- GPE-VNEN Project",Vietnam,English,N/A,41599,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
150,41627,"VN- GPE-VNEN Project",Vietnam,English,N/A,41627,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
151,41627,"VN- GPE-VNEN Project",Vietnam,English,N/A,41627,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
152,41627,"VN- GPE-VNEN Project",Vietnam,English,N/A,41627,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
153,41627,"VN- GPE-VNEN Project",Vietnam,English,N/A,41627,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
154,41628,"VN- GPE-VNEN Project",Vietnam,English,N/A,41628,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
155,41628,"VN- GPE-VNEN Project",Vietnam,English,N/A,41628,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
156,41628,"VN- GPE-VNEN Project",Vietnam,English,N/A,41628,"Equipment, Educational","Education; Public Administration, Law, and Justice; Education","ICB Award",P120867,"Contract Award",Published,N/A,41353
157,41352,"AR PROSAP2 2nd Prov Agric Dev",Argentina,Spanish,N/A,41352,"Project Management","Transportation; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice; Agriculture, fishing, and forestry","ICB Award",P106684,"Contract Award",Published,N/A,40532
